representation,bootstrap_id,ari,nmi,nn_accuracy,silhouette
pca,144,0.06493506493506493,0.40490058363640974,0.0,0.06567597389221191
pca,145,0.06493506493506493,0.40490058363640974,0.1111111111111111,0.056004803627729416
pca,146,0.06493506493506493,0.40490058363640974,0.1111111111111111,0.01964961737394333
pca,147,0.06493506493506493,0.40490058363640974,0.0,0.06836152076721191
pca,148,0.06493506493506493,0.40490058363640974,0.1111111111111111,0.030135754495859146
pca,149,0.06493506493506493,0.40490058363640974,0.0,0.060991525650024414
pca,150,0.06493506493506493,0.40490058363640974,0.1111111111111111,0.04568283259868622
pca,151,-0.07746478873239436,0.26291520114154054,0.0,0.04689338058233261
pca,152,0.06493506493506493,0.40490058363640974,0.2222222222222222,0.050260428339242935
pca,153,0.06493506493506493,0.40490058363640974,0.1111111111111111,0.053299084305763245
pca,154,0.06493506493506493,0.40490058363640974,0.1111111111111111,0.06075388938188553
pca,155,0.06493506493506493,0.40490058363640974,0.1111111111111111,0.0532461479306221
pca,156,0.06493506493506493,0.40490058363640974,0.0,0.04546155035495758
pca,157,0.06493506493506493,0.40490058363640974,0.0,0.07155678421258926
pca,158,0.06493506493506493,0.40490058363640974,0.1111111111111111,0.04755686968564987
pca,159,0.06493506493506493,0.40490058363640974,0.0,0.06370866298675537
pca,160,0.06493506493506493,0.40490058363640974,0.2222222222222222,0.03538317605853081
pca,161,0.06493506493506493,0.40490058363640974,0.0,0.04144829139113426
pca,162,0.06493506493506493,0.40490058363640974,0.0,0.04154582694172859
pca,163,0.06493506493506493,0.40490058363640974,0.2222222222222222,0.038996510207653046
pca,164,0.06493506493506493,0.40490058363640974,0.1111111111111111,0.045914486050605774
pca,165,0.06493506493506493,0.40490058363640974,0.0,0.05116935074329376
pca,166,0.06493506493506493,0.40490058363640974,0.1111111111111111,0.059411101043224335
pca,167,0.06493506493506493,0.40490058363640974,0.0,0.06904483586549759
pca,168,0.06493506493506493,0.40490058363640974,0.2222222222222222,0.030940618366003036
pca,169,0.06493506493506493,0.40490058363640974,0.2222222222222222,0.03747570514678955
pca,170,0.06493506493506493,0.40490058363640974,0.0,0.05748097598552704
pca,171,0.06493506493506493,0.40490058363640974,0.0,0.0703040286898613
pca,172,0.06493506493506493,0.40490058363640974,0.1111111111111111,0.0662209540605545
pca,173,0.06493506493506493,0.40490058363640974,0.2222222222222222,0.07164014875888824
pca,174,0.06493506493506493,0.40490058363640974,0.1111111111111111,0.0719401016831398
pca,175,0.06493506493506493,0.40490058363640974,0.0,0.03762153908610344
pca,176,0.06493506493506493,0.40490058363640974,0.0,0.04803566634654999
pca,177,0.06493506493506493,0.40490058363640974,0.1111111111111111,0.02483920194208622
pca,178,0.06493506493506493,0.40490058363640974,0.0,0.059266917407512665
pca,179,0.06493506493506493,0.40490058363640974,0.1111111111111111,0.040173131972551346
pca,180,0.06493506493506493,0.40490058363640974,0.0,0.041553791612386703
pca,181,0.06493506493506493,0.40490058363640974,0.1111111111111111,0.04691861569881439
pca,182,0.06493506493506493,0.40490058363640974,0.1111111111111111,0.0393097922205925
pca,183,0.06493506493506493,0.40490058363640974,0.1111111111111111,0.021513059735298157
pca,184,0.06493506493506493,0.40490058363640974,0.0,0.06539491564035416
pca,185,0.06493506493506493,0.40490058363640974,0.2222222222222222,0.04227285087108612
pca,186,0.06493506493506493,0.40490058363640974,0.0,0.03825712949037552
pca,187,0.06493506493506493,0.40490058363640974,0.1111111111111111,0.029289016500115395
pca,188,0.06493506493506493,0.40490058363640974,0.2222222222222222,0.06136567145586014
pca,189,0.06493506493506493,0.40490058363640974,0.1111111111111111,0.06053739786148071
pca,190,0.06493506493506493,0.40490058363640974,0.1111111111111111,0.0623742938041687
pca,191,0.06493506493506493,0.40490058363640974,0.0,0.0611947700381279
pca,192,0.06493506493506493,0.40490058363640974,0.2222222222222222,0.05015304684638977
pca,193,0.06493506493506493,0.40490058363640974,0.0,0.03449694812297821
pca,194,0.06493506493506493,0.40490058363640974,0.1111111111111111,0.04031246900558472
pca,195,0.06493506493506493,0.40490058363640974,0.2222222222222222,0.06205050274729729
pca,196,0.06493506493506493,0.40490058363640974,0.1111111111111111,0.034130122512578964
pca,197,0.06493506493506493,0.40490058363640974,0.1111111111111111,0.031705889850854874
pca,198,0.06493506493506493,0.40490058363640974,0.0,0.0737607330083847
pca,199,0.06493506493506493,0.40490058363640974,0.1111111111111111,0.06278900057077408
